"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"unknown","Sat Jun 29 22:32:01 GMT 2024","Sat Jun 29 22:32:01 GMT 2024","2","Surefire suite","Surefire test","TestTest","TestTest","testFail","testFail",""
"passed","Sat Jun 29 22:32:01 GMT 2024","Sat Jun 29 22:32:01 GMT 2024","10","Surefire suite","Surefire test","TestTest","TestTest","test","test",""
